title,date_released,original_price,discount_price,review
KUUKIYOMI 2: Consider It More! - New Era,29-Sep-20,12.5,10,Very Positive<br>86% of the 51 user reviews for this game are positive.
Ninja Stealth 4,16-Aug-21,3,1.5,Positive<br>100% of the 10 user reviews for this game are positive.
Relaxing Games for Cat Lovers,,102,49.07,"Very Positive<br>90% of the 2,159 user reviews for games in this bundle are positive."
Cthulhu Saves Christmas - Game + Soundtrack Bundle,,36,22.88,Very Positive<br>88% of the 138 user reviews for games in this bundle are positive.
My Big Sister,9-Nov-18,7.5,3.75,Very Positive<br>93% of the 337 user reviews for this game are positive.
Life Simulator,27-Oct-20,21.5,8.6,Mixed<br>56% of the 172 user reviews for this game are positive.
Holy Potatoes! A Weapon Shop?! - DLC Bundle,,25,2.5,"Mostly Positive<br>72% of the 1,029 user reviews for games in this bundle are positive."
Crytek Bundle,,253.48,140.55,"Very Positive<br>83% of the 106,707 user reviews for games in this bundle are positive."
Europa Universalis III Complete,4-Feb-09,31,7.75,"Very Positive<br>85% of the 1,202 user reviews for this game are positive."
Kagura Bundle,,"2,350.00","2,111.49","Very Positive<br>84% of the 26,149 user reviews for games in this bundle are positive."
Microcosmum: survival of cells,24-Jul-15,19.5,9.75,Very Positive<br>80% of the 934 user reviews for this game are positive.
Shop Tycoon Collector's Edition,,21,10.11,Mostly Positive<br>71% of the 14 user reviews for games in this bundle are positive.
Two Worlds II: Velvet Edition,1-Mar-12,47,23.5,"Mixed<br>59% of the 3,435 user reviews for games in this bundle are positive."
Mazen Games Bundle,,36.5,8.25,Very Positive<br>85% of the 211 user reviews for games in this bundle are positive.
Adventure of Bears,28-Oct-20,3,1.5,Mostly Positive<br>77% of the 27 user reviews for this game are positive.
Battle Chess 4000,13-Oct-21,23.5,14.1, 
Bassmaster Fishing 2022 Deluxe,28-Oct-21,75,67.5, 
Shan Gui II: Sweet Osmanthus II,15-Dec-18,12.5,6.25,Very Positive<br>96% of the 322 user reviews for this game are positive.
Edgar's Room,12-Oct-21,12.5,8.75, 
"Cook, Serve, Delicious!",8-Oct-13,23,5.75,"Overwhelmingly Positive<br>95% of the 3,304 user reviews for this game are positive."
Zeno Clash,21-Apr-09,23,4.6,"Very Positive<br>87% of the 1,708 user reviews for this game are positive."
Teleglitch: Die More Edition,24-Jul-13,29,7.25,Very Positive<br>88% of the 899 user reviews for this game are positive.
Mosaics Galore Collection,,112.5,27.15,Mostly Positive<br>79% of the 249 user reviews for games in this bundle are positive.
Cubiverse,7-Oct-21,15.5,12.4, 
Interactive Movie Bundle - Late Shift & The Complex,,59,46.35,"Very Positive<br>85% of the 7,530 user reviews for games in this bundle are positive."
Kelvin and the Infamous Machine,21-Jul-16,23.5,3.52,Very Positive<br>89% of the 626 user reviews for this game are positive.
Plane Mechanic Simulator,13-Feb-19,28,7.84,"Mixed<br>67% of the 1,158 user reviews for this game are positive."
Aces of the Luftwaffe - Squadron,24-Jul-18,62.3,15.57,Positive<br>80% of the 41 user reviews for this game are positive.
Desert Magic Adventures,12-Oct-21,23.5,15.51, 
Tales Across Time,18-Apr-16,8,6.4,Positive<br>88% of the 26 user reviews for this game are positive.
Stranga Bundle,,30.1,12.04,"Very Positive<br>82% of the 1,146 user reviews for games in this bundle are positive."
永远消失的幻想乡 ～ The Disappearing of Gensokyo,11-Jan-18,25.5,17.85,"Very Positive<br>86% of the 2,692 user reviews for this game are positive."
Sutekina kanojo no tsukurikata,23-Apr-21,30,21,Mixed<br>40% of the 694 user reviews for this game are positive.
The Music Machine,6-May-15,12,6,Very Positive<br>90% of the 243 user reviews for this game are positive.
The Story Matters II,,30.5,6.39,"Very Positive<br>86% of the 2,765 user reviews for games in this bundle are positive."
Candle,11-Nov-16,20,2,Mostly Positive<br>78% of the 636 user reviews for this game are positive.
Battle Ram,21-Mar-20,10.5,1.57,Very Positive<br>90% of the 142 user reviews for this game are positive.
The Marauder Chronicles: Curse Over Valdria,7-Oct-21,12.5,10, 
Dwarf Journey,5-Mar-21,17.5,7,Very Positive<br>94% of the 106 user reviews for this game are positive.
RC Rush,8-Oct-21,36,31.68, 
The Fidelio Incident,23-May-17,23,2.3,Mostly Positive<br>78% of the 705 user reviews for this game are positive.
Bum Thief,,75,42.93,"Very Positive<br>86% of the 13,850 user reviews for games in this bundle are positive."
aMAZE Gears,2-Mar-18,3,1.5,Mostly Positive<br>70% of the 30 user reviews for this game are positive.
Love Mystery Club,30-Jul-20,3,1.5,Very Positive<br>83% of the 67 user reviews for this game are positive.
Magenta Fairytales,,70,30.04,Overwhelmingly Positive<br>95% of the 958 user reviews for games in this bundle are positive.
OCO,11-Aug-21,12.5,8.75,Positive<br>96% of the 29 user reviews for this game are positive.
Minimalist Puzzle Developers,,19.2,15.3,"Very Positive<br>91% of the 1,591 user reviews for games in this bundle are positive."
Car Mechanic Simulator 2018 - Bentley REMASTERED DLC,29-Jan-18,8.5,2.97,Very Positive<br>85% of the 56 user reviews for this game are positive.
Slime-san: Superslime Edition,7-Apr-17,32,10.88,Positive<br>92% of the 41 user reviews for this game are positive.
aMAZE,14-Mar-17,3,1.5,Very Positive<br>81% of the 482 user reviews for this game are positive.
Cladun X2,14-Aug-12,23,5.75,Mixed<br>69% of the 103 user reviews for this game are positive.
Station on Junkyard,,73,62.64,"Very Positive<br>84% of the 5,714 user reviews for games in this bundle are positive."
Pid,31-Oct-12,23,4.6,Mostly Positive<br>71% of the 267 user reviews for this game are positive.
Alphadia Genesis,12-Jan-15,23,11.5,Very Positive<br>82% of the 75 user reviews for this game are positive.
Office Simulator,28-Nov-20,5.5,1.54,Mixed<br>54% of the 33 user reviews for this game are positive.
WRG bundle,,124.5,4.35,"Mostly Positive<br>77% of the 1,333 user reviews for games in this bundle are positive."
军团战棋Legion War,14-Jul-21,23.5,17.62,Very Positive<br>92% of the 602 user reviews for this game are positive.
Killing Floor 1 Complete Your Set!,,391,72.5,"Overwhelmingly Positive<br>95% of the 35,610 user reviews for games in this bundle are positive.<br><br>This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score."
Bai Qu: Hundreds of Melodies,27-Jul-17,23.5,11.75,Overwhelmingly Positive<br>95% of the 512 user reviews for this game are positive.
Rugby Champions,5-Sep-19,34,10.2,Mostly Positive<br>77% of the 54 user reviews for this game are positive.
Microcosmum: survival of cells  Bundle,,84.44,44.28,Very Positive<br>80% of the 964 user reviews for games in this bundle are positive.
前程似锦 Excellent Expectations,21-Dec-17,8.5,4.76,Very Positive<br>87% of the 725 user reviews for this game are positive.
What's Your Gender?,12-Oct-21,5.5,3.3, 
ココロクローバー パート１/Kokoro Clover Part1,4-Jul-20,10.5,6.3,Very Positive<br>95% of the 68 user reviews for this game are positive.
The MEGA FMV Bundle,,209,181.35,"Very Positive<br>83% of the 10,348 user reviews for games in this bundle are positive."
Giant Machines 2017,29-Sep-16,38,7.6,Mixed<br>69% of the 338 user reviews for this game are positive.
aMAZE Classic,10-May-18,3,1.5,Very Positive<br>89% of the 76 user reviews for this game are positive.
Zen Chess Series (FOR GIFTS),,18,15.12,Very Positive<br>86% of the 318 user reviews for games in this bundle are positive.
Time Rifters,21-Oct-14,23,7.82,Very Positive<br>87% of the 336 user reviews for this game are positive.
Anomaly: Warzone Earth,8-Apr-11,23,4.6,Very Positive<br>87% of the 790 user reviews for this game are positive.
My Furry Dictator 🐾,8-Oct-21,10.5,7.87, 
MemeNgin,19-Jul-21,10.5,8.4,Positive<br>100% of the 12 user reviews for this software are positive.
KOEX bundle,,39,29.64,Mixed<br>68% of the 70 user reviews for games in this bundle are positive.
Neko Beach,11-Jun-21,3,2.4,Positive<br>91% of the 34 user reviews for this game are positive.
Hidden Object BIG Bundle,,538,196.82,Mostly Positive<br>72% of the 330 user reviews for games in this bundle are positive.
Gun Crazy,12-Nov-19,12.5,6.25,Mixed<br>65% of the 49 user reviews for this game are positive.
Anomaly Korea,6-Nov-13,12,2.4,Mostly Positive<br>72% of the 150 user reviews for this game are positive.
Cyber City Escape,24-Jun-20,23.5,11.75, 
Breach & Clear,21-Mar-14,31,3.1,"Very Positive<br>82% of the 1,892 user reviews for this game are positive."
World of Darkness Bundle,,148,112.19,"Mostly Positive<br>79% of the 2,544 user reviews for games in this bundle are positive."
"BEAR, VODKA, STALINGRAD!🐻",2-Mar-20,5.5,3.3,Overwhelmingly Positive<br>95% of the 557 user reviews for this game are positive.
ココロクローバー パート2/Kokoro Clover Part2,28-Dec-20,17.5,12.25,Positive<br>100% of the 12 user reviews for this game are positive.
СИМУЛЯТОР ОДИНОЧЕСТВА В РУССКОЙ ДЕРЕВНЕ,9-Apr-21,5.5,1.54,Mixed<br>68% of the 174 user reviews for this game are positive.
Underwater Scrap,,85,47.28,"Mostly Positive<br>79% of the 10,891 user reviews for games in this bundle are positive."
Invisibox,18-Oct-17,3,1.8,Very Positive<br>92% of the 51 user reviews for this game are positive.
Not Tonight: Take Back Control Edition,,78,49.71,"Very Positive<br>86% of the 1,247 user reviews for games in this bundle are positive."
Wave of Time,16-Sep-20,12.5,9.37, 
VR Future Wars: Aircraft Carrier-UAV Confrontation,1-Jul-21,8.5,3.4,Positive<br>100% of the 11 user reviews for this game are positive.
Turn-Based Tactical Bundle,,85.5,43.03,"Very Positive<br>92% of the 3,579 user reviews for games in this bundle are positive."
ANIME TETRIS,14-Oct-21,3,1.8, 
Mod and Play,20-Apr-20,8.5,4.25,"Mixed<br>50% of the 1,358 user reviews for this game are positive."
Melody/心跳旋律,18-Dec-20,10.5,7.87,Very Positive<br>83% of the 79 user reviews for this game are positive.
100 hidden objects,,52,39.84,"Very Positive<br>91% of the 1,202 user reviews for games in this bundle are positive."
The Falconeer: Warrior Edition,,98,47.61,Very Positive<br>82% of the 142 user reviews for games in this bundle are positive.
Car Mechanic Simulator 2018 - Plymouth DLC,11-Dec-17,12.5,4.37,Mostly Positive<br>79% of the 48 user reviews for this game are positive.
Earth 2160,1-Apr-06,12,4.8,Mixed<br>69% of the 589 user reviews for this game are positive.
Deep Rune,14-Oct-21,12.5,11.25, 
The Story Matters,,32.5,6.9,Very Positive<br>91% of the 591 user reviews for games in this bundle are positive.
Sky Goddess Ⅱ Bundle,,22.5,12.75,Positive<br>100% of the 12 user reviews for games in this bundle are positive.
Ritual Games Complete Set,,36,8.82,Mixed<br>65% of the 191 user reviews for games in this bundle are positive.
Cybarian: The Time Travelling Warrior,9-Nov-18,11.5,1.61,Mostly Positive<br>70% of the 50 user reviews for this game are positive.
Switch 'N' Shoot,17-Oct-16,10.5,2.1,Very Positive<br>97% of the 81 user reviews for this game are positive.
Geography Quiz Festival: Guess the countries and flags!,7-Oct-21,9.99,8.99, 
Nyan Cat: Lost In Space,4-Dec-15,12.5,6.25,"Very Positive<br>93% of the 1,242 user reviews for this game are positive."
XCOM: Enemy Within,14-Nov-13,56,14,"Very Positive<br>90% of the 1,338 user reviews for this game are positive."
100 hidden birds 2,8-Oct-21,5.5,3.3,Positive<br>100% of the 17 user reviews for this game are positive.
Anime Zodiac,12-Aug-21,3,2.4,Mixed<br>59% of the 22 user reviews for this game are positive.
RATOMON,13-Oct-21,23.5,21.15, 
End of the Era bundle,,78,62.13,"Very Positive<br>82% of the 5,765 user reviews for games in this bundle are positive."
Chupa Chupa VR,14-Aug-20,25.5,20.4,Very Positive<br>89% of the 69 user reviews for this game are positive.
Alice Trapped Beyond Wonderland,20-Aug-21,12.5,7.5, 
Medieval Wars,23-Aug-21,23.5,7.28, 
aMAZE Dark Times,17-Aug-17,3,1.5,Mostly Positive<br>72% of the 68 user reviews for this game are positive.
Gold Rush: The Game - Collector's Edition,,62.5,28.12,"Mostly Positive<br>71% of the 10,005 user reviews for games in this bundle are positive."
Extreme Expedition Pack,,73.5,48.6,Positive<br>92% of the 41 user reviews for games in this bundle are positive.
Roguelike Bundle,,147,103.19,"Very Positive<br>88% of the 16,464 user reviews for games in this bundle are positive."
Rocket Jump,7-Oct-21,10.5,8.4, 
Evil Maze,17-Jun-16,5,2.5,Mostly Positive<br>76% of the 786 user reviews for this game are positive.
Mike Dies,23-Feb-18,23.5,2.35,Positive<br>100% of the 20 user reviews for this game are positive.
Holy Potatoes! A Weapon Shop?!,13-Jul-15,20,2,"Mostly Positive<br>72% of the 1,007 user reviews for this game are positive."
Connect the Dots,14-Oct-21,3,1.8, 
UBERMOSH,13-Aug-15,3,1.5,"Very Positive<br>89% of the 2,244 user reviews for this game are positive."
Dark Scavenger,16-May-14,12,1.56,Very Positive<br>89% of the 139 user reviews for this game are positive.
XGen Studios Bundle,,115.5,36.95,"Very Positive<br>80% of the 1,176 user reviews for games in this bundle are positive."
Din's Legacy,28-Aug-19,39,19.5,Mostly Positive<br>77% of the 129 user reviews for this game are positive.
"""KUUKIYOMI: Consider It"" Complete Collection＋OST",,65.5,42.97,Very Positive<br>80% of the 372 user reviews for games in this bundle are positive.
Sweet fantasy,4-Apr-17,10,4,Very Positive<br>83% of the 323 user reviews for this game are positive.
Glitchpunk,11-Aug-21,35,24.5,Mixed<br>64% of the 73 user reviews for this game are positive.
aMAZE Frozen,4-Apr-18,3,1.5,Mostly Positive<br>73% of the 38 user reviews for this game are positive.
Last Floor,16-Mar-20,12.5,4.37,Mostly Positive<br>72% of the 166 user reviews for this game are positive.
Car Physics Simulator,25-Jul-21,10.5,7.87,Mixed<br>59% of the 22 user reviews for this game are positive.
MazM: Jekyll and Hyde,2-Apr-20,32,19.2,Positive<br>91% of the 45 user reviews for this game are positive.
Boot Camp Fitness,18-Mar-21,25.5,12.75,Positive<br>100% of the 23 user reviews for this game are positive.
Bleed 1 + 2 Combo Pack,,35,11.9,"Very Positive<br>93% of the 1,847 user reviews for games in this bundle are positive."
The Toymaker's workshop bundle,,29.5,7.36,"Very Positive<br>92% of the 1,519 user reviews for games in this bundle are positive."
Paradox Classic Grand Strategy Collection,,135,20.9,"Very Positive<br>89% of the 80,867 user reviews for games in this bundle are positive.<br><br>This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score."
Gomo,6-Dec-13,12,1.56,"Mostly Positive<br>75% of the 1,294 user reviews for this game are positive."
EVIL MAZE RAINBOW BUNDLE,,58.5,30.97,Mostly Positive<br>75% of the 925 user reviews for games in this bundle are positive.
Townopolis Romopolis Megapolis Collection,,30,6.75,Mostly Positive<br>73% of the 181 user reviews for games in this bundle are positive.
Cyberflight,13-Aug-21,8.5,2.8, 
Exiled Kingdoms,23-Feb-18,19.5,14.62,Very Positive<br>86% of the 577 user reviews for this game are positive.
Poetic Ones,,9,6.55,Very Positive<br>91% of the 272 user reviews for games in this bundle are positive.
Angry Putin,23-Feb-21,3,2.4,Positive<br>84% of the 26 user reviews for this game are positive.
Demon's Residence,13-Aug-21,10.5,7.35,Mixed<br>60% of the 15 user reviews for this game are positive.
PolyClassic: Wild,11-Oct-21,12.5,8.12,Positive<br>88% of the 34 user reviews for this game are positive.
Death Rattle - Hell Unleashed,3-Jun-21,34,6.8,Positive<br>80% of the 10 user reviews for this game are positive.
Deep Space Gardening,8-Oct-21,32,25.6, 
W R G bundle,,83,2.74,"Mostly Positive<br>77% of the 1,012 user reviews for games in this bundle are positive."
Devious Dungeon,16-Aug-19,12.5,2.5,Very Positive<br>82% of the 229 user reviews for this game are positive.
Just Ignore Them,28-Apr-17,6,3,Mostly Positive<br>79% of the 421 user reviews for this game are positive.
Journey of a Roach,4-Nov-13,17.5,1.75,"Very Positive<br>88% of the 1,153 user reviews for this game are positive."
Nemesis: Race Against The Pandemic,15-Apr-21,10.5,1.57,Mixed<br>50% of the 10 user reviews for this game are positive.
Cute Cats,9-Aug-21,3,1.5,Positive<br>97% of the 49 user reviews for this game are positive.
Master Swordsman VR Bundle,,78,56.16,Very Positive<br>91% of the 337 user reviews for games in this bundle are positive.
Angry Demon Ultimate Bundle,,99,58.23,"Very Positive<br>85% of the 1,866 user reviews for games in this bundle are positive."
Romopolis,18-May-16,10,2.5,Mostly Positive<br>72% of the 66 user reviews for this game are positive.
Wordle,12-Apr-21,5.5,1.54,Very Positive<br>87% of the 241 user reviews for this game are positive.
Hidden Object  Fanatics Collection 11-in-1,,107,79.07,Mostly Positive<br>77% of the 739 user reviews for games in this bundle are positive.
Chimeras: Mortal Medicine Collector's Edition,8-Oct-21,23.5,21.15, 
Provide and Survive,,78,58.68,"Very Positive<br>81% of the 3,619 user reviews for games in this bundle are positive."
iREC,16-Jan-17,8,1.52,Mixed<br>46% of the 161 user reviews for this game are positive.
Combat Cycle,15-Mar-21,9.46,6.62,Mixed<br>54% of the 22 user reviews for this game are positive.
Poly Squad,13-Feb-21,12.5,7.37,Mixed<br>62% of the 194 user reviews for this game are positive.
Orbital Racer,14-Dec-17,32,3.2,Mostly Positive<br>71% of the 21 user reviews for this game are positive.
Dream VR Bundle,,44,31.68,Mostly Positive<br>79% of the 110 user reviews for games in this bundle are positive.
Milky Way Prince – The Vampire Star,13-Aug-20,32,19.84,Very Positive<br>89% of the 84 user reviews for this game are positive.
Dream Stone,8-Mar-17,5.5,1.54,Mixed<br>52% of the 21 user reviews for this game are positive.
Changes,12-Oct-21,39,35.1, 
Castle Woodwarf 2,4-Oct-19,17.5,4.37,Mixed<br>68% of the 48 user reviews for this game are positive.
Gravity Field,13-Oct-20,12.5,1.5,Mostly Positive<br>77% of the 94 user reviews for this game are positive.
Two Worlds Universe,,302.5,109.97,"Mixed<br>64% of the 5,804 user reviews for games in this bundle are positive."
Hidden Objects Complete Collection 16-in-1,,156.5,117.16,Mostly Positive<br>77% of the 845 user reviews for games in this bundle are positive.
GRIP: Combat Racing - DeLorean Edition,,80,18.45,"Very Positive<br>87% of the 2,577 user reviews for games in this bundle are positive."
The Deed Collection,,15.2,6.19,"Very Positive<br>90% of the 2,043 user reviews for games in this bundle are positive."
Mr. Prepper + Scrapnaut,,70,54.93,"Very Positive<br>82% of the 2,842 user reviews for games in this bundle are positive."
Super Hiking League DX,18-Feb-20,12.5,2.5,Positive<br>100% of the 12 user reviews for this game are positive.
Decks & Daggers,8-Oct-21,30,27,Mixed<br>61% of the 13 user reviews for this game are positive.
Let's Learn Japanese! Complete Collection,,64.5,38.64,Very Positive<br>84% of the 86 user reviews for games in this bundle are positive.
Love Puzzle,11-Dec-20,5.5,2.75,Mixed<br>54% of the 164 user reviews for this game are positive.
Gra & Vity,7-Oct-21,3,2.25,Positive<br>100% of the 11 user reviews for this game are positive.
Farm Manager 2018 - Brewing & Winemaking DLC,14-Jan-19,12.5,3.12,Mostly Positive<br>77% of the 27 user reviews for this game are positive.
RedEx,26-Nov-20,12.5,3.75,Very Positive<br>80% of the 109 user reviews for this game are positive.
AirFighter,20-Jul-21,10.5,1.57,Positive<br>90% of the 10 user reviews for this game are positive.
Cthulhu Saves the World & Breath of Death VII Double Pack,13-Jul-11,8,2.4,"Very Positive<br>89% of the 3,932 user reviews for games in this bundle are positive."
Another Sight - Definitive Edition,6-Sep-18,39,11.7,Mostly Positive<br>77% of the 117 user reviews for this game are positive.
Gravity Runner,13-Oct-21,23.5,21.15, 
Magi Trials,17-Nov-16,30,12,Very Positive<br>82% of the 84 user reviews for this game are positive.
Motoride Rollercoaster VR,22-Jul-20,10.5,8.92,Mostly Positive<br>78% of the 47 user reviews for this game are positive.
Boss of this gym,5-Mar-21,3,1.65,Very Positive<br>95% of the 283 user reviews for this game are positive.
We Are The Dwarves-Timelock VR-Deployment,,124.5,6.97,"Mostly Positive<br>77% of the 1,333 user reviews for games in this bundle are positive."
Guile & Glory: Firstborn,7-Oct-21,23.5,19.97, 
8-Bit Armies Complete Edition,,50.99,24.74,"Very Positive<br>80% of the 1,708 user reviews for games in this bundle are positive."
Hidden Animals: Photo Hunt. Seek and Find Objects Game,18-Oct-18,8.5,4.25,Very Positive<br>96% of the 63 user reviews for this game are positive.
Painted Memories,3-Nov-16,8.5,1.53,Mixed<br>63% of the 11 user reviews for this game are positive.
Dungeon Color,12-Oct-21,10.5,7.35,Positive<br>95% of the 21 user reviews for this game are positive.
Last Room,14-Jun-21,10.5,1.57,Mixed<br>67% of the 209 user reviews for this game are positive.
Weaving Tides,27-May-21,44,37.4,Positive<br>96% of the 27 user reviews for this game are positive.
Double,15-Mar-19,15.5,1.55,Very Positive<br>83% of the 126 user reviews for this game are positive.
Lost Lands: Redemption,30-Dec-20,17.5,14,Positive<br>89% of the 28 user reviews for this game are positive.
PEE WAR！,3-Aug-20,5.5,3.85,Positive<br>93% of the 16 user reviews for this game are positive.
Apsulov: End of Gods - Deluxe Edition,,54.5,18.18,Very Positive<br>88% of the 861 user reviews for games in this bundle are positive.
Arietta of Spirits OST Bundle,,51.5,34.8,Very Positive<br>93% of the 89 user reviews for games in this bundle are positive.
Nordlicht,27-Sep-19,12.5,3.12,Mostly Positive<br>78% of the 66 user reviews for this game are positive.
Razortron 2000,10-Aug-16,3,1.5,"Very Positive<br>85% of the 1,098 user reviews for this game are positive."
Escape the City,23-Oct-20,5.5,1.54,Positive<br>80% of the 25 user reviews for this game are positive.
Norse Horror Bundle,,71,35.82,"Very Positive<br>85% of the 1,858 user reviews for games in this bundle are positive."
Magic defense 2: The Return of the Legend,25-Aug-21,23.5,7.28, 
Dark Zone Defense,29-Oct-19,5.5,1.54,Mostly Positive<br>78% of the 14 user reviews for this game are positive.
Indie-Games.Studio Bundle,,356.5,89.87,Mixed<br>51% of the 549 user reviews for games in this bundle are positive.
Raccoon Arrival,12-Oct-21,19.5,12.67, 
Avadon 3: The Warborn,14-Sep-16,38,11.4,Very Positive<br>91% of the 85 user reviews for this game are positive.
Flynguin Station,24-Sep-19,12.5,3.75,Positive<br>85% of the 20 user reviews for this game are positive.
Starlight Alliance,13-Oct-21,23.5,19.97, 
Tortured Hearts - Or How I Saved The Universe. Again.,1-Mar-21,51,30.6,Positive<br>80% of the 21 user reviews for this game are positive.
Camp W,25-Jul-18,12.5,2.5,Positive<br>93% of the 16 user reviews for this game are positive.
8-Bit Complete Collection,,132.99,98.54,"Very Positive<br>81% of the 2,474 user reviews for games in this bundle are positive."
Science Girls,20-Mar-14,12,3,Mostly Positive<br>71% of the 118 user reviews for this game are positive.
CHAIN SAW,17-Jun-19,10.5,2.62,Mixed<br>50% of the 14 user reviews for this game are positive.
Legendary Mahjong 2,12-Oct-21,19.5,17.55, 
Sweet House Love,13-Aug-20,5.5,3.3,Mixed<br>55% of the 20 user reviews for this game are positive.
Scary Stories,,35.5,10.4,Very Positive<br>92% of the 432 user reviews for games in this bundle are positive.
Russian Subway Dogs,2-Aug-18,32,14.4,Very Positive<br>97% of the 144 user reviews for this game are positive.
Blackout Z: Slaughterhouse Edition,20-Oct-17,3,1.5,Very Positive<br>87% of the 108 user reviews for this game are positive.
Lonely Troops Collection,,115,74,"Very Positive<br>91% of the 6,338 user reviews for games in this bundle are positive."
Death Fungeon,17-Aug-18,5.5,1.54,Mostly Positive<br>75% of the 57 user reviews for this game are positive.
Vojo,23-Apr-21,3,1.5,Positive<br>96% of the 33 user reviews for this game are positive.
Europa Universalis III Collection,,129,51.07,"Very Positive<br>85% of the 1,277 user reviews for games in this bundle are positive."
EBOLA,10-Jul-19,31,9.3,Mixed<br>46% of the 65 user reviews for this game are positive.
"How do you like it, Elon Musk?",20-Feb-20,39,31.2,Mostly Positive<br>78% of the 64 user reviews for this game are positive.
Seek Girl Bundle,,5.4,5.4,"Very Positive<br>80% of the 3,808 user reviews for games in this bundle are positive."
Townopolis,27-Apr-16,10,2.5,Mostly Positive<br>71% of the 45 user reviews for this game are positive.
Close to the Sun Digital Deluxe,,57,26.76,Mostly Positive<br>75% of the 344 user reviews for games in this bundle are positive.
The Low Road,26-Jul-17,32,9.6,Mostly Positive<br>76% of the 117 user reviews for this game are positive.
Dwarves: build and survive,18-Aug-21,15.5,3.1, 
Seasons With Furry,20-Nov-20,3,1.5,Mixed<br>55% of the 18 user reviews for this game are positive.
Rosa Bundle,,200,88.35,Mixed<br>69% of the 242 user reviews for games in this bundle are positive.
AccrO,23-Jul-20,23.5,2.35,Mostly Positive<br>78% of the 19 user reviews for this game are positive.
Toolnich Village,13-Oct-21,12.5,10, 
Deal with Junkyard,,101,55.66,"Very Positive<br>84% of the 10,340 user reviews for games in this bundle are positive."
Car Mechanic Simulator 2018 - DLC Gold Pack,,88.5,27.5,Mostly Positive<br>74% of the 473 user reviews for games in this bundle are positive.
OneShift,10-Aug-18,9.5,1.52,Mostly Positive<br>75% of the 33 user reviews for this game are positive.
Hearts of Steel,,149,111.19,"Very Positive<br>89% of the 42,499 user reviews for games in this bundle are positive."
One Wish,6-Jun-18,12.5,1.5,Mixed<br>58% of the 80 user reviews for this game are positive.
Olympus Griddlers,5-Aug-20,12.5,1.5, 
Street Striker,19-Aug-21,3,1.5, 
The Last Hope: Trump vs Mafia - North Korea,20-Jan-17,3,1.5,Mixed<br>51% of the 171 user reviews for this game are positive.
Potentia,11-Feb-21,44,26.4,Mixed<br>69% of the 260 user reviews for this game are positive.
They Bleed Pixels,29-Aug-12,23,5.75,"Very Positive<br>85% of the 1,967 user reviews for this game are positive."
The Odd Neon Void,21-Apr-20,3,1.5, 
Somewhere inside,8-Nov-19,3,1.95,Mostly Positive<br>70% of the 47 user reviews for this game are positive.
Jurassic mahjong,16-May-21,12.5,1.5, 
A Curse From Beyond,30-Aug-21,12.5,10,Positive<br>92% of the 13 user reviews for this game are positive.
Crown of the Empire,7-Sep-20,12.5,1.5,Positive<br>100% of the 12 user reviews for this game are positive.
Car Mechanic Simulator 2018 - Silver Edition,,62,19.89,"Very Positive<br>89% of the 36,974 user reviews for games in this bundle are positive."
NEKOKORO,16-Aug-18,32,3.2,Very Positive<br>92% of the 66 user reviews for this game are positive.
The Agony,14-Jun-17,4.5,1.53,Mixed<br>59% of the 181 user reviews for this game are positive.
Hidden Object Adventure Bundle,,82,57.48,Mixed<br>47% of the 220 user reviews for games in this bundle are positive.
Mind Spheres,8-Jul-16,3,1.5,Very Positive<br>84% of the 190 user reviews for this game are positive.
Solitaire Collection 2,,212.5,53.85,Very Positive<br>88% of the 70 user reviews for games in this bundle are positive.
Legendary Mahjong Pack,,34.5,29.29,Positive<br>80% of the 21 user reviews for games in this bundle are positive.
FMV Double Good Bundle - The Complex & Five Dates,,60,47.25,"Very Positive<br>81% of the 2,556 user reviews for games in this bundle are positive."
Girl Jigsaw Bundle,,8.5,6.27,Very Positive<br>81% of the 427 user reviews for games in this bundle are positive.
Megapolis,15-Jun-16,10,2.5,Mostly Positive<br>75% of the 70 user reviews for this game are positive.
GS games,,75.5,61.2,Mixed<br>60% of the 381 user reviews for games in this bundle are positive.
Jake's Love Story,5-Oct-17,23.5,2.35,Very Positive<br>87% of the 88 user reviews for this game are positive.
Complete Collection,,334.5,56.87,Very Positive<br>89% of the 315 user reviews for games in this bundle are positive.
Space Pilgrim Academy: Year 1,6-Oct-17,2.7,1.51,Very Positive<br>92% of the 95 user reviews for this game are positive.
Nature And Life - Drunk On Nectar,16-Nov-16,31,26.35,Very Positive<br>90% of the 140 user reviews for this game are positive.
Nephise Begins,24-Apr-17,3,1.5,Mostly Positive<br>73% of the 216 user reviews for this game are positive.
Alpacapaca Dash,23-Jan-17,3,2.25,Very Positive<br>93% of the 86 user reviews for this game are positive.
Casual Golf,16-Aug-21,3,2.1, 
Bleed,3-Jul-13,12,4.8,"Very Positive<br>92% of the 1,424 user reviews for this game are positive."
Hijacker Jack : ARCADE FMV,7-Dec-20,8.5,6.37,Mostly Negative<br>33% of the 18 user reviews for this game are positive.
Khospis,12-Oct-18,3,2.7, 
ARIA CHRONICLE - Amazon DLC Package,,46.5,30.34,"Mostly Positive<br>79% of the 1,000 user reviews for games in this bundle are positive."
